TMPER,353218071684329,1,13.007370000000002,80.19853,102900,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,2,13.007330000000001,80.19652,103000,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,3,13.00736,80.19626000000001,103100,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,4,13.007410000000002,80.19621000000001,103200,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,5,13.007480000000001,80.19619,103300,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMALT,353218071684329,6,6,1,13.008320000000001,80.19627000000001,103300,300817,30,23.5,1,1.5,#
TMPER,353218071684329,6,13.008320000000001,80.19627000000001,103400,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,7,13.008320000000001,80.19627000000001,103500,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,8,13.008320000000001,80.19627000000001,103600,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,9,13.008320000000001,80.19627000000001,103700,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,10,13.008320000000001,80.19627000000001,103800,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,11,13.008320000000001,80.19627000000001,103900,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,12,13.008320000000001,80.19627000000001,104000,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,13,13.008320000000001,80.19627000000001,104100,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,14,13.008320000000001,80.19627000000001,104200,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,15,13.008320000000001,80.19627000000001,104300,300817,0,23.5,0,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMALT,353218071684329,16,6,1,13.008320000000001,80.19627000000001,104400,300817,30,23.5,1,1.5,#
TMPER,353218071684329,17,13.008320000000001,80.19627000000001,104500,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,18,13.008490000000002,80.19628,104600,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,19,13.00871,80.19624,104700,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,20,13.009350000000001,80.19593,104800,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,21,13.00951,80.19588,104900,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,22,13.009620000000002,80.19586000000001,105000,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,23,13.00993,80.19587000000001,105100,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,24,13.01031,80.19589,105200,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,25,13.0105,80.19588,105300,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,26,13.010610000000002,80.19584,105400,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
TMPER,353218071684329,27,13.01078,80.19575,105500,300817,30,23.5,1,0,0,10.5,4,5,500.5,10,1,1,0,1,2.13,1.02,#
